Fórmula,Disponibilidad,Orden,Nombre,Descripción,Imagen,Precio,Etapa,Categoría,Tamaño,Ancho,Largo,Alto,Diametro,Motores,Operación y Requerimientos,Imagen_1,Imagen_2,Imagen_3,Imagen_4,Imagen_5,Sucursal,Participantes,Rango_edad,Operador,Motores_sopladores,mostrar en sitio,Inventario,BambinosID,ID de Sucursal,ID de Categoría,Número de Juego,Fecha Lanzamiento,Duracion,Popular
Combo EspecialGuadalajara,in stock,106,Combo Especial,-,https://i.imgur.com/HrUyd7V.png,"$1,380","Infantes, Niños",Clásicos,Chico,5,4,2.7,0,impulsado por 1 motor,-,https://i.imgur.com/C25ZIgF.png,https://i.imgur.com/8hyb0gC.png,https://i.imgur.com/bkHfcNT.png,https://i.imgur.com/Gb7Pete.png,https://i.imgur.com/Gb7Pete.png,Guadalajara,Apto para 10 participantes,mayores de 3 años.,No,1,Si,3,1012221032,101,222,1032,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Payo JumpGuadalajara,in stock,107,Payo Jump,-,https://i.imgur.com/oMcPnFP.png,"$1,380",Niños,Clásicos,Chico,4,3,2.5,0,impulsado por 1 motor soplador,-,https://i.imgur.com/K0HgMpU.png,https://i.imgur.com/SEi8kYU.png,https://i.imgur.com/br9u1jl.png,https://i.imgur.com/0czqv2F.png,https://i.imgur.com/NgxEYSo.png,Guadalajara,Apto para 8 participantes,mayores de 6 años.,No,1,Si,2,1012221170,101,222,1170,4/2/2023,Precio de renta por evento de 5 a 6 horas.,TRUE
TwisterGuadalajara,available for order,108,Twister,-,https://i.imgur.com/LVTwKZk.png,"$1,500","Niños, Adolescentes, Adultos",Destreza,Mediano,5,5,0.5,0,impulsado con 1 motor.,-,https://i.ibb.co/f9cxNGL/Twister-Frontal.png,https://i.ibb.co/7C6grs9/Twister-Lateral.png,https://i.ibb.co/f9cxNGL/Twister-Frontal.png,https://i.ibb.co/7C6grs9/Twister-Lateral.png,https://i.ibb.co/f9cxNGL/Twister-Frontal.png,Guadalajara,Apto para 6 participantes,mayores de 7 años.,No,1,Si,2,1013331058,101,333,1058,29/10/2020,Precio de renta por evento de 5 a 6 horas. Incluye ruleta Twistter.,FALSE
Toddler BabysGuadalajara,available for order,109,Toddler Babys,-,https://i.imgur.com/rrDE9l6.png,"$1,380","Infantes, Niños",Interactivo,Mediano,4.5,3.4,2,0,impulsado por 1 motor,-,https://i.ibb.co/qnFjfKT/Toddler-Babys-3-4-Der.png,https://i.ibb.co/QN30G4Y/Toddler-Babys-3-4-IZQ.png,https://i.ibb.co/6X6P423/Toddler-Babys-Frontal.png,https://i.ibb.co/HXgnk0t/Toddler-Babys-Top.png,https://i.ibb.co/qnFjfKT/Toddler-Babys-3-4-Der.png,Guadalajara,Apto para 10 participantes,menores de 6 años.,No,1,Si,1,1014441096,101,444,1096,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Baby GymGuadalajara,available for order,110,Baby Gym,-,https://i.imgur.com/XevhN0V.png,"$1,380","Infantes, Niños",Interactivo,Mediano,4.6,4.6,2,0,impulsado por 1 motor,-,https://i.imgur.com/A4c16sl.png,https://i.imgur.com/tM342TS.png,https://i.imgur.com/6RBvRNC.png,https://i.imgur.com/wCKOhv6.png,https://i.imgur.com/StGyFYo.png,Guadalajara,Apto para 10 participantes,menores de 3 años.,No,1,Si,2,1014441061,101,444,1061,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
DaytonaGuadalajara,available for order,111,Daytona,-,https://i.imgur.com/6xyEWGn.png,"$1,880","Infantes, Niños",Interactivo,Mediano,7,4,2.9,0,impulsado por 1 motor,-,https://i.ibb.co/dMHXBYx/Daytona-Frontal.png,https://i.ibb.co/HXw5srz/Daytona-Lateral.png,https://i.ibb.co/myQvW7B/Daytona-Top.png,https://i.ibb.co/dMHXBYx/Daytona-Frontal.png,https://i.ibb.co/HXw5srz/Daytona-Lateral.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,2,1014441074,101,444,1074,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Carruaje de Princesas 10x4Guadalajara,available for order,112,Carruaje de Princesas 10x4,-,https://i.imgur.com/DlRKt4v.png,"$1,710","Niños, Adolescentes",Princesas,Grande,10,4,4,0,impulsado por 1 motor,-,https://i.ibb.co/x2gcLSt/CARRUAJE-10-X4-1.png,https://i.ibb.co/Y255VXC/CARRUAJE-10-X4-2.png,https://i.ibb.co/m6fRNTw/CARRUAJE-10-X4.png,https://i.ibb.co/Y255VXC/CARRUAJE-10-X4-2.png,https://i.ibb.co/m6fRNTw/CARRUAJE-10-X4.png,Guadalajara,Apto para 20 participantes,mayores de 3 años.,No,1,Si,1,1017771131,101,777,1131,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Carruaje de Princesas 7x4Guadalajara,available for order,113,Carruaje de Princesas 7x4,-,https://i.imgur.com/ly7vHmD.png,"$1,710","Niños, Adolescentes",Princesas,Mediano,7,4,4,0,impulsado por 1 motor,-,https://i.ibb.co/YTb9f7V/B-Im-genes-Slides19.png,https://i.ibb.co/SJSZMyR/B-Im-genes-Slides21.png,https://i.ibb.co/jDvPj2T/B-Im-genes-Slides20.png,https://i.ibb.co/WxbLsGk/B-Im-genes-Slides22.png,https://i.ibb.co/GQ8LfvJ/B-Im-genes-Slides18.png,Guadalajara,Apto para 12 participantes,mayores de 4 años.,No,1,Si,1,1017771132,101,777,1132,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Minnie’s Play HouseGuadalajara,available for order,114,Minnie’s Play House,-,https://i.imgur.com/9wbqEjO.png,"$2,480","Infantes, Niños, Adolescentes",Personajes,Grande,7.5,5.6,4.4,0,impulsado por 1 motor,-,https://i.ibb.co/MgNqBwF/Minnies-Play-House-3-4-Der.png,https://i.ibb.co/vBKS333/Minnies-Play-House-3-4-IZQ.png,https://i.ibb.co/MVsj8M3/Minnies-Play-House-Frontal.png,https://i.ibb.co/q94dJ0n/Minnies-Play-House-Top.png,https://i.ibb.co/MgNqBwF/Minnies-Play-House-3-4-Der.png,Guadalajara,Apto para 20 participantes,mayores de 3 años.,No,1,Si,2,1016661122,101,666,1122,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Paw Patrol Play HouseGuadalajara,available for order,115,Paw Patrol Play House,-,https://i.imgur.com/b6Q6yeI.png,"$2,480","Infantes, Niños, Adolescentes",Personajes,Grande,7.5,5.6,4.2,0,impulsado por 1 motor,-,https://i.ibb.co/frmTMHR/Paw-Patrols-Play-House-Frontal.png,https://i.ibb.co/4jyKMgw/Paw-Patrols-Play-House-3-4-IZQ.png,https://i.ibb.co/1qshPh2/Paw-Patrols-Play-House-3-4-Der.png,https://i.ibb.co/P4bdFxZ/Paw-Patrols-Play-House-Top.png,https://i.ibb.co/1qshPh2/Paw-Patrols-Play-House-3-4-Der.png,Guadalajara,Apto para 20 participantes,mayores de 3 años.,No,1,Si,1,1016661124,101,666,1124,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Super Mario Play HouseGuadalajara,available for order,116,Super Mario Play House,-,https://i.imgur.com/LXsu085.png,"$2,480","Infantes, Niños, Adolescentes",Personajes,Mediano,7.5,5.6,4.5,0,impulsado por 1 motor,-,https://i.ibb.co/QXwMcWS/B-Im-genes-Slides50.png,https://i.ibb.co/0mj7txL/B-Im-genes-Slides49.png,https://i.ibb.co/j5bKXrG/B-Im-genes-Slides48.png,https://i.ibb.co/WB5W2SV/B-Im-genes-Slides47.png,https://i.ibb.co/yk018QN/B-Im-genes-Slides46.png,Guadalajara,Apto para 20 participantes,mayores de 3 años.,No,1,Si,2,1016661128,101,666,1128,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Aliens Play HouseGuadalajara,available for order,117,Aliens Play House,"Para una fiesta de otra galaxia, tus peques se divertirán en sus áreas de salto, siempre protegidos para evitar caídas delizándose por su tobogán",https://i.imgur.com/ANvuYs9.png,"$2,480","Infantes, Niños",Personajes,Grande,7.5,5.6,4.2,0,impulsado por 1 motor,-,https://i.ibb.co/3FV6rw7/Alien-Play-House-Webside-01.png,https://i.ibb.co/m49mp2j/Alien-Play-House-Webside-02.png,https://i.ibb.co/WfFNVt7/Alien-Play-House-Webside-03.png,https://i.ibb.co/ZYD365J/Alien-Play-House-Webside-04.png,https://i.ibb.co/Mh4gDR8/Alien-Play-House-Webside-05.png,Guadalajara,Apto para 20 participantes,mayores de 3 años.,No,1,Si,1,1016661142,101,666,1142,4/6/2021,Precio de renta por evento de 5 a 6 horas.,FALSE
Avengers Play HouseGuadalajara,available for order,118,Avengers Play House,-,https://i.imgur.com/PW0vOLY.png,"$2,480","Infantes, Niños",Personajes,Grande,7.5,5.6,5.5,0,impulsado por 1 motor,-,https://i.ibb.co/jV1D6Sm/AVENGERS-1.png,https://i.ibb.co/5jwvqhF/AVENGERS-2.png,https://i.ibb.co/1J2qv7m/AVENGERS-3.png,https://i.ibb.co/yVJgn64/AVENGERS-4.png,https://i.ibb.co/tZNd1Y8/AVENGERS-5.png,Guadalajara,Apto para 20 participantes,mayores de 3 años.,No,1,Si,1,1016661156,101,666,1156,4/6/2021,Precio de renta por evento de 5 a 6 horas.,FALSE
Castillo de FrozenGuadalajara,available for order,119,Castillo de Frozen,-,https://i.imgur.com/DcV9yRc.png,"$2,180","Infantes, Niños",Personajes,Grande,6.3,5.8,4.7,0,impulsado por 2 motores,-,https://i.ibb.co/YcYZD0D/FROZEN-2.png,https://i.ibb.co/3dz43df/FROZEN-1.png,https://i.ibb.co/vBLzkLg/FROZEN-3.png,https://i.ibb.co/6JrnyGr/FROZEN-4.png,https://i.ibb.co/swP1g6d/FROZEN-5.png,Guadalajara,Apto para 20 participantes,mayores de 4 años.,No,2,Si,1,1016661104,101,666,1104,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Mickey ComboGuadalajara,available for order,120,Mickey Combo,-,https://i.imgur.com/4aqQWyk.png,"$2,180","Infantes, Niños",Personajes,Grande,9.4,3.7,3.7,0,impulsado por 2 motores,-,https://i.ibb.co/4SgPJbJ/MICKEY-COMBO.png,https://i.ibb.co/BzQXwwF/MICKEY-COMBO-1.png,https://i.ibb.co/vq36s9N/MICKEY-COMBO-2.png,https://i.ibb.co/BzQXwwF/MICKEY-COMBO-1.png,https://i.ibb.co/vq36s9N/MICKEY-COMBO-2.png,Guadalajara,Apto para 25 participantes,mayores de 3 años.,No,2,Si,2,1016661118,101,666,1118,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa AvengersGuadalajara,available for order,121,Doble Rampa Avengers,-,https://i.imgur.com/IcOPF5K.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3.3,0,impulsado por 1 motor,-,https://i.ibb.co/pxd11DM/Doble-rampa-Avengers-3-4-Der.png,https://i.ibb.co/RDT1vM0/Doble-rampa-Avengers-3-4-IZQ.png,https://i.ibb.co/Fnhg8yY/Doble-rampa-Avengers-Frontal.png,https://i.ibb.co/C1LBDCr/Doble-rampa-Avengers-Top.png,https://i.ibb.co/pxd11DM/Doble-rampa-Avengers-3-4-Der.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661105,101,666,1105,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa BatmanGuadalajara,available for order,122,Doble Rampa Batman,-,https://i.imgur.com/V1NBgBx.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3,0,impulsado por 1 motor,-,https://i.ibb.co/wsPdn4W/Doble-rampa-Batman-Frontal.png,https://i.ibb.co/mhVmnMM/Doble-rampa-Batman-3-4-IZQ.png,https://i.ibb.co/NY1qJ1k/Doble-rampa-Batman-3-4-Der.png,https://i.ibb.co/KsDYdd3/Doble-rampa-Batman-Lateral.png,https://i.ibb.co/NY1qJ1k/Doble-rampa-Batman-3-4-Der.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661106,101,666,1106,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa LegoGuadalajara,available for order,123,Doble Rampa Lego,-,https://i.imgur.com/9RcW5SE.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3.2,0,impulsado por 1 motor,-,https://i.ibb.co/rG32rz4/Doble-rampa-Lego-Frontal.png,https://i.ibb.co/RCbDHKt/Doble-rampa-Lego-3-4-Der.png,https://i.ibb.co/MN0SmqX/Doble-rampa-Lego-Lateral.png,https://i.ibb.co/C9Ky74Y/Doble-rampa-Lego-Top.png,https://i.ibb.co/RCbDHKt/Doble-rampa-Lego-3-4-Der.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661107,101,666,1107,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa Mickey & MinnieGuadalajara,available for order,124,Doble Rampa Mickey & Minnie,-,https://i.imgur.com/qbPhgyA.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3.2,0,impulsado por 1 motor,-,https://i.ibb.co/Z2dCmX8/B-Im-genes-Slides23.png,https://i.ibb.co/26VKBFB/B-Im-genes-Slides24.png,https://i.ibb.co/Z2dCmX8/B-Im-genes-Slides23.png,https://i.ibb.co/26VKBFB/B-Im-genes-Slides24.png,https://i.ibb.co/tKM7NVk/B-Im-genes-Slides25.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661108,101,666,1108,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa Mickey RacersGuadalajara,available for order,125,Doble Rampa Mickey Racers,-,https://i.imgur.com/rciOUEj.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3.6,0,impulsado por 1 motor,-,https://i.ibb.co/d5g1LbL/Doble-rampa-Mickey-Racers-Frontal.png,https://i.ibb.co/jD2krzG/Doble-rampa-Mickey-Racers-3-4-IZQ.png,https://i.ibb.co/d5g1LbL/Doble-rampa-Mickey-Racers-Frontal.png,https://i.ibb.co/Tgs8DYF/Doble-rampa-Mickey-Racers-Lateral.png,https://i.ibb.co/HCSh2yW/Doble-rampa-Mickey-Racers-Top.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661109,101,666,1109,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa Paw PatrolGuadalajara,available for order,126,Doble Rampa Paw Patrol,-,https://i.imgur.com/MiP2YSu.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3,0,impulsado por 1 motor,-,https://i.ibb.co/wd1pSq1/Doble-rampa-Paw-Patrol-Frontal.png,https://i.ibb.co/wd1pSq1/Doble-rampa-Paw-Patrol-Frontal.png,https://i.ibb.co/N1XRzcB/Doble-rampa-Paw-Patrol-Lateral.png,https://i.ibb.co/CtqcxFg/Doble-rampa-Paw-Patrol-3-4-Der.png,https://i.ibb.co/wd1pSq1/Doble-rampa-Paw-Patrol-Frontal.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661111,101,666,1111,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa PJ MaskGuadalajara,available for order,127,Doble Rampa PJ Mask,-,https://i.imgur.com/u8IQki6.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3.3,0,impulsado por 1 motor,-,https://i.ibb.co/VwRJpmn/Doble-rampa-PJ-mask-Frontal.png,https://i.ibb.co/XWfBH1s/Doble-rampa-PJ-mask-3-4-IZQ.png,https://i.ibb.co/VwRJpmn/Doble-rampa-PJ-mask-Frontal.png,https://i.ibb.co/7nBkzgH/Doble-rampa-PJ-mask-Lateral.png,https://i.ibb.co/54f14nh/Doble-rampa-PJ-mask-3-4-Der.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661112,101,666,1112,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa PrincesasGuadalajara,available for order,128,Doble Rampa Princesas,-,https://i.imgur.com/IlxSsjV.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3.3,0,impulsado por 1 motor,-,https://i.ibb.co/12psKQt/Doble-rampa-Princesas-3-4-IZQ.png,https://i.ibb.co/c8FJHmz/Doble-rampa-Princesas-Frontal.png,https://i.ibb.co/LdMt6Rh/Doble-rampa-Princesas-Lateral.png,https://i.ibb.co/BVvyM8b/Doble-rampa-Princesas-Top.png,https://i.ibb.co/c8FJHmz/Doble-rampa-Princesas-Frontal.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,2,1016661113,101,666,1113,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa Wonder WomanGuadalajara,available for order,129,Doble Rampa Wonder Woman,-,https://i.imgur.com/ssZ6Bdz.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3.3,0,impulsado por 1 motor,-,https://i.ibb.co/CVqVmrT/Doble-rampa-Wonder-Woman-Frontal.png,https://i.ibb.co/Bw0tKtB/Doble-rampa-Wonder-Woman-3-4-IZQ.png,https://i.ibb.co/CVqVmrT/Doble-rampa-Wonder-Woman-Frontal.png,https://i.ibb.co/LSkFMtT/Doble-rampa-Wonder-Woman-Lateral.png,https://i.ibb.co/DzfHJc8/Doble-rampa-Wonder-Woman-Top.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661116,101,666,1116,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Navidad Box con RampaGuadalajara,available for order,130,Navidad Box con Rampa,-,https://i.imgur.com/tFuUPu0.png,"$1,380","Infantes, Niños",Personajes,Mediano,5,4,3,0,impulsado por 1 motor,-,https://i.ibb.co/dkWgkF4/Navidad-Box-con-rampa-3-4-Der.png,https://i.ibb.co/HXbRd94/Navidad-Box-con-rampa-3-4-IZQ.png,https://i.ibb.co/nnX4Y0Y/Navidad-Box-con-rampa-Frontal.png,https://i.ibb.co/W2bYFSz/Navidad-Box-con-rampa-Lateral.png,https://i.ibb.co/x3gfSp9/Navidad-Box-con-rampa-Top.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661123,101,666,1123,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa Minnie MouseGuadalajara,available for order,131,Doble Rampa Minnie Mouse,-,https://i.imgur.com/akOeFHz.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3,0,impulsado por 1 motor,-,https://i.ibb.co/Q9BBZ5m/02-Web-Slide-Minnie-Doble-rampa-04.png,https://i.ibb.co/C82RSrd/02-Web-Slide-Minnie-Doble-rampa-03.png,https://i.ibb.co/7J9WKVt/02-Web-Slide-Minnie-Doble-rampa-01.png,https://i.ibb.co/RvvHMsM/02-Web-Slide-Minnie-Doble-rampa-02.png,https://i.ibb.co/C82RSrd/02-Web-Slide-Minnie-Doble-rampa-03.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661149,101,666,1149,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa Masha y El OsoGuadalajara,available for order,132,Doble Rampa Masha y El Oso,-,https://i.imgur.com/ielzRmw.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3.3,0,impulsado por 1 motor,-,https://i.ibb.co/PWw2ps2/Web-Slide-Doble-rampa-Marsha-y-el-oso-04.png,https://i.ibb.co/TKWWZLp/Web-Slide-Doble-rampa-Marsha-y-el-oso-03.png,https://i.ibb.co/xjD91pT/Web-Slide-Doble-rampa-Marsha-y-el-oso-02.png,https://i.ibb.co/Hxz4NRC/Web-Slide-Doble-rampa-Marsha-y-el-oso-01.png,https://i.ibb.co/TKWWZLp/Web-Slide-Doble-rampa-Marsha-y-el-oso-03.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661152,101,666,1152,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa Lady BugGuadalajara,available for order,133,Doble Rampa Lady Bug,-,https://i.imgur.com/kVvTwlJ.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3,0,impulsado por 1 motor,-,https://i.ibb.co/ydg6TQV/Web-Slide-Doble-Rampa-Lay-Bug-02.png,https://i.ibb.co/GMqCVDT/Web-Slide-Doble-Rampa-Lay-Bug-03.png,https://i.ibb.co/ydg6TQV/Web-Slide-Doble-Rampa-Lay-Bug-02.png,https://i.ibb.co/GMqCVDT/Web-Slide-Doble-Rampa-Lay-Bug-03.png,https://i.ibb.co/ydg6TQV/Web-Slide-Doble-Rampa-Lay-Bug-02.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661153,101,666,1153,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Doble Rampa HulkGuadalajara,available for order,134,Doble Rampa Hulk,-,https://i.imgur.com/Ppvba87.png,"$1,380","Infantes, Niños",Personajes,Mediano,8,4.2,3.4,0,impulsado por 1 motor,-,https://i.ibb.co/PgzHVcM/Web-Slide-Doble-Rampa-Hulk-02.png,https://i.ibb.co/VL2NSL1/Web-Slide-Doble-Rampa-Hulk-01.png,https://i.ibb.co/RSz6JQC/Web-Slide-Doble-Rampa-Hulk-03.png,https://i.ibb.co/VtdRmhS/Web-Slide-Doble-Rampa-Hulk-05.png,https://i.ibb.co/PgzHVcM/Web-Slide-Doble-Rampa-Hulk-02.png,Guadalajara,Apto para 12 participantes,mayores de 3 años.,No,1,Si,1,1016661154,101,666,1154,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Spiderman Box con RampaGuadalajara,available for order,135,Spiderman Box con Rampa,-,https://i.imgur.com/Aw8COrE.png,"$1,380","Infantes, Niños",Personajes,Mediano,5,4,3.2,0,impulsado por 1 motor,-,https://i.ibb.co/9sdMpk2/02-Web-Slide-01.png,https://i.ibb.co/Vx7gLK2/02-Web-Slide-02.png,https://i.ibb.co/5YBCjTD/02-Web-Slide-03.png,https://i.ibb.co/c8CRmbS/02-Web-Slide-04.png,https://i.ibb.co/5s1VTrf/02-Web-Slide-05.png,Guadalajara,Apto para 10 participantes,mayores de 3 años.,No,1,Si,2,1016661126,101,666,1126,29/10/2020,Precio de renta por evento de 5 a 6 horas.,FALSE
Hora Extra SpiroGuadalajara,available for order,100001,Hora Extra Spiro,-,https://i.imgur.com/a2zJv0A.png,"$1,100",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880008,101,888,0008,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Dino Rex MecánicoGuadalajara,available for order,100002,Hora Extra Dino Rex Mecánico,-,https://i.imgur.com/a2zJv0A.png,"$1,000",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880006,101,888,0006,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Bungee JumpGuadalajara,available for order,100003,Hora Extra Bungee Jump,-,https://i.imgur.com/a2zJv0A.png,"$1,050",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880007,101,888,0007,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra SpinnerGuadalajara,available for order,100004,Hora Extra Spinner,-,https://i.imgur.com/a2zJv0A.png,$950,Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880003,101,888,0003,29/10/2020,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Bull KingGuadalajara,available for order,100005,Hora Extra Bull King,-,https://i.imgur.com/a2zJv0A.png,$900,Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880000,101,888,0000,29/10/2020,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Chile MecánicoGuadalajara,available for order,100006,Hora Extra Chile Mecánico,-,https://i.imgur.com/a2zJv0A.png,$900,Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880001,101,888,0001,29/10/2020,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Toro JaripeoGuadalajara,available for order,100007,Hora Extra Toro Jaripeo,-,https://i.imgur.com/a2zJv0A.png,$900,Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880002,101,888,0002,29/10/2020,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Tabla de SurfGuadalajara,available for order,100008,Hora Extra Tabla de Surf,-,https://i.imgur.com/a2zJv0A.png,$950,Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880004,101,888,0004,29/10/2020,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Boliche HumanoGuadalajara,available for order,100009,Hora Extra Boliche Humano,-,https://i.imgur.com/a2zJv0A.png,"$1,400",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880010,101,888,0010,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Mega Domo Blaster 15x20Guadalajara,available for order,100010,Hora Extra Mega Domo Blaster 15x20,-,https://i.imgur.com/a2zJv0A.png,"$6,000",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880017,101,888,0017,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Combat Zone Blaster 12x15Guadalajara,available for order,100011,Hora Extra Combat Zone Blaster 12x15,-,https://i.imgur.com/a2zJv0A.png,"$4,500",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880016,101,888,0016,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Nano Zone Blaster 10x12Guadalajara,available for order,100012,Hora Extra Nano Zone Blaster 10x12,-,https://i.imgur.com/a2zJv0A.png,"$3,900",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880015,101,888,0015,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Bunkers Blaster ZoneGuadalajara,available for order,100013,Hora Extra Bunkers Blaster Zone,-,https://i.imgur.com/a2zJv0A.png,"$3,200",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Guadalajara,-,-,Si,0,No,999,1018880014,101,888,0014,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
